"Season","Daynum","Wteam","Wscore","Lteam","Lscore","Wloc","Numot","WinningTeam","LosingTeam","WinningTeamSeed","LosingTeamSeed"
"2009","137","1113","66","1396","57","N","0","Arizona St","Temple","06","11"
"2009","137","1156","84","1448","69","N","0","Cleveland St","Wake Forest","13","04"
"2009","137","1173","68","1452","60","N","0","Dayton","West Virginia","11","06"
"2009","137","1242","84","1295","74","N","0","Kansas","N Dakota St","03","14"
"2009","137","1257","74","1287","54","N","0","Louisville","Morehead St","01","16b"
"2009","137","1266","58","1429","57","N","0","Marquette","Utah St","06","11"
"2009","137","1277","77","1352","62","N","0","Michigan St","Robert Morris","02","15"
"2009","137","1281","78","1165","59","N","0","Missouri","Cornell","03","14"
"2009","137","1329","77","1397","75","N","0","Oklahoma St","Tennessee","08","09"
"2009","137","1338","72","1190","62","N","0","Pittsburgh","ETSU","01","16"
"2009","137","1373","74","1326","72","N","2","Siena","Ohio St","09","08"
"2009","137","1393","59","1372","44","N","0","Syracuse","SF Austin","03","14"
"2009","137","1425","72","1130","55","N","0","USC","Boston College","10","07"
"2009","137","1458","61","1199","59","N","1","Wisconsin","Florida St","12","05"
"2009","137","1462","77","1340","59","N","0","Xavier","Portland St","04","13"
"2009","138","1163","92","1401","66","N","0","Connecticut","Texas A&M","01","09"
"2009","138","1181","74","1400","69","N","0","Duke","Texas","02","07"
"2009","138","1211","83","1443","81","N","0","Gonzaga","WKU","04","12"
"2009","138","1272","89","1268","70","N","0","Memphis","Maryland","02","10"
"2009","138","1314","84","1261","70","N","0","North Carolina","LSU","01","08"
"2009","138","1328","73","1276","63","N","0","Oklahoma","Michigan","02","10"
"2009","138","1345","76","1449","74","N","0","Purdue","Washington","05","04"
"2009","138","1437","89","1417","69","N","0","Villanova","UCLA","03","06"
"2009","139","1112","71","1156","57","N","0","Arizona","Cleveland St","12","13"
"2009","139","1242","60","1173","43","N","0","Kansas","Dayton","03","11"
"2009","139","1257","79","1373","72","N","0","Louisville","Siena","01","09"
"2009","139","1277","74","1425","69","N","0","Michigan St","USC","02","10"
"2009","139","1281","83","1266","79","N","0","Missouri","Marquette","03","06"
"2009","139","1338","84","1329","76","N","0","Pittsburgh","Oklahoma St","01","08"
"2009","139","1393","78","1113","67","N","0","Syracuse","Arizona St","03","06"
"2009","139","1462","60","1458","49","N","0","Xavier","Wisconsin","04","12"
"2009","143","1163","72","1345","60","N","0","Connecticut","Purdue","01","05"
"2009","143","1281","102","1272","91","N","0","Missouri","Memphis","03","02"
"2009","143","1338","60","1462","55","N","0","Pittsburgh","Xavier","01","04"
"2009","143","1437","77","1181","54","N","0","Villanova","Duke","03","02"
"2009","144","1257","103","1112","64","N","0","Louisville","Arizona","01","12"
"2009","144","1277","67","1242","62","N","0","Michigan St","Kansas","02","03"
"2009","144","1314","98","1211","77","N","0","North Carolina","Gonzaga","01","04"
"2009","144","1328","84","1393","71","N","0","Oklahoma","Syracuse","02","03"
"2009","145","1163","82","1281","75","N","0","Connecticut","Missouri","01","03"
"2009","145","1437","78","1338","76","N","0","Villanova","Pittsburgh","03","01"
"2009","146","1277","64","1257","52","N","0","Michigan St","Louisville","02","01"
"2009","146","1314","72","1328","60","N","0","North Carolina","Oklahoma","01","02"
"2009","152","1277","82","1163","73","N","0","Michigan St","Connecticut","02","01"
"2009","152","1314","83","1437","69","N","0","North Carolina","Villanova","01","03"
"2009","154","1314","89","1277","72","N","0","North Carolina","Michigan St","01","02"
"2010","134","1115","61","1457","44","N","0","Ark Pine Bluff","Winthrop","16a","16b"
"2010","136","1124","68","1358","59","N","0","Baylor","Sam Houston St","03","14"
"2010","136","1139","77","1431","59","N","0","Butler","UTEP","05","12"
"2010","136","1140","99","1196","92","N","2","BYU","Florida","07","10"
"2010","136","1242","90","1250","74","N","0","Kansas","Lehigh","01","16"
"2010","136","1243","82","1317","62","N","0","Kansas St","North Texas","02","15"
"2010","136","1246","100","1190","71","N","0","Kentucky","ETSU","01","16"
"2010","136","1293","66","1435","65","N","0","Murray St","Vanderbilt","13","04"
"2010","136","1307","62","1285","57","N","0","New Mexico","Montana","03","14"
"2010","136","1320","69","1424","66","N","0","Northern Iowa","UNLV","09","08"
"2010","136","1325","97","1207","83","N","0","Ohio","Georgetown","14","03"
"2010","136","1330","51","1323","50","N","0","Old Dominion","Notre Dame","11","06"
"2010","136","1388","80","1350","71","N","0","St Mary's CA","Richmond","10","07"
"2010","136","1397","62","1361","59","N","0","Tennessee","San Diego St","06","11"
"2010","136","1437","73","1352","70","N","1","Villanova","Robert Morris","02","15"
"2010","136","1448","81","1400","80","N","1","Wake Forest","Texas","09","08"
"2010","136","1449","80","1266","78","N","0","Washington","Marquette","11","06"
"2010","137","1143","77","1257","62","N","0","California","Louisville","08","09"
"2010","137","1165","78","1396","65","N","0","Cornell","Temple","12","05"
"2010","137","1181","73","1115","44","N","0","Duke","Ark Pine Bluff","01","16a"
"2010","137","1210","64","1329","59","N","0","Georgia Tech","Oklahoma St","10","07"
"2010","137","1211","67","1199","60","N","0","Gonzaga","Florida St","08","09"
"2010","137","1268","89","1222","77","N","0","Maryland","Houston","04","13"
"2010","137","1277","70","1308","67","N","0","Michigan St","New Mexico St","05","12"
"2010","137","1281","86","1155","78","N","0","Missouri","Clemson","10","07"
"2010","137","1326","68","1364","51","N","0","Ohio St","Santa Barbara","02","15"
"2010","137","1338","89","1324","66","N","0","Pittsburgh","Oakland","03","14"
"2010","137","1345","72","1373","64","N","0","Purdue","Siena","04","13"
"2010","137","1393","79","1436","56","N","0","Syracuse","Vermont","01","16"
"2010","137","1401","69","1429","53","N","0","Texas A&M","Utah St","05","12"
"2010","137","1452","77","1288","50","N","0","West Virginia","Morgan St","02","15"
"2010","137","1458","53","1459","49","N","0","Wisconsin","Wofford","04","13"
"2010","137","1462","65","1278","54","N","0","Xavier","Minnesota","06","11"
"2010","138","1124","76","1330","68","N","0","Baylor","Old Dominion","03","11"
"2010","138","1139","54","1293","52","N","0","Butler","Murray St","05","13"
"2010","138","1243","84","1140","72","N","0","Kansas St","BYU","02","07"
"2010","138","1246","90","1448","60","N","0","Kentucky","Wake Forest","01","09"
"2010","138","1320","69","1242","67","N","0","Northern Iowa","Kansas","09","01"
"2010","138","1388","75","1437","68","N","0","St Mary's CA","Villanova","10","02"
"2010","138","1397","83","1325","68","N","0","Tennessee","Ohio","06","14"
"2010","138","1449","82","1307","64","N","0","Washington","New Mexico","11","03"
"2010","139","1165","87","1458","69","N","0","Cornell","Wisconsin","12","04"
"2010","139","1181","68","1143","53","N","0","Duke","California","01","08"
"2010","139","1277","85","1268","83","N","0","Michigan St","Maryland","05","04"
"2010","139","1326","75","1210","66","N","0","Ohio St","Georgia Tech","02","10"
"2010","139","1345","63","1401","61","N","1","Purdue","Texas A&M","04","05"
"2010","139","1393","87","1211","65","N","0","Syracuse","Gonzaga","01","08"
"2010","139","1452","68","1281","59","N","0","West Virginia","Missouri","02","10"
"2010","139","1462","71","1338","68","N","0","Xavier","Pittsburgh","06","03"
"2010","143","1139","63","1393","59","N","0","Butler","Syracuse","05","01"
"2010","143","1243","101","1462","96","N","2","Kansas St","Xavier","02","06"
"2010","143","1246","62","1165","45","N","0","Kentucky","Cornell","01","12"
"2010","143","1452","69","1449","56","N","0","West Virginia","Washington","02","11"
"2010","144","1124","72","1388","49","N","0","Baylor","St Mary's CA","03","10"
"2010","144","1181","70","1345","57","N","0","Duke","Purdue","01","04"
"2010","144","1277","59","1320","52","N","0","Michigan St","Northern Iowa","05","09"
"2010","144","1397","76","1326","73","N","0","Tennessee","Ohio St","06","02"
"2010","145","1139","63","1243","56","N","0","Butler","Kansas St","05","02"
"2010","145","1452","73","1246","66","N","0","West Virginia","Kentucky","02","01"
"2010","146","1181","78","1124","71","N","0","Duke","Baylor","01","03"
"2010","146","1277","70","1397","69","N","0","Michigan St","Tennessee","05","06"
"2010","152","1139","52","1277","50","N","0","Butler","Michigan St","05","05"
"2010","152","1181","78","1452","57","N","0","Duke","West Virginia","01","02"
"2010","154","1181","61","1139","59","N","0","Duke","Butler","01","05"
"2011","134","1155","70","1412","52","N","0","Clemson","UAB","12a","12b"
"2011","134","1421","81","1114","77","N","1","UNC Asheville","Ark Little Rock","16b","16a"
"2011","135","1427","70","1106","61","N","0","UT San Antonio","Alabama St","16b","16a"
"2011","135","1433","59","1425","46","N","0","VA Commonwealth","USC","11b","11a"
"2011","136","1139","60","1330","58","N","0","Butler","Old Dominion","08","09"
"2011","136","1140","74","1459","66","N","0","BYU","Wofford","03","14"
"2011","136","1153","78","1281","63","N","0","Cincinnati","Missouri","06","11"
"2011","136","1163","81","1137","52","N","0","Connecticut","Bucknell","03","14"
"2011","136","1196","79","1364","51","N","0","Florida","Santa Barbara","02","15"
"2011","136","1211","86","1385","71","N","0","Gonzaga","St John's","11","06"
"2011","136","1243","73","1429","68","N","0","Kansas St","Utah St","05","12"
"2011","136","1246","59","1343","57","N","0","Kentucky","Princeton","04","13"
"2011","136","1287","62","1257","61","N","0","Morehead St","Louisville","13","04"
"2011","136","1338","74","1421","51","N","0","Pittsburgh","UNC Asheville","01","16b"
"2011","136","1350","69","1435","66","N","0","Richmond","Vanderbilt","12","05"
"2011","136","1361","68","1294","50","N","0","San Diego St","N Colorado","02","15"
"2011","136","1396","66","1336","64","N","0","Temple","Penn St","07","10"
"2011","136","1417","78","1277","76","N","0","UCLA","Michigan St","07","10"
"2011","136","1452","84","1155","76","N","0","West Virginia","Clemson","05","12a"
"2011","136","1458","72","1125","58","N","0","Wisconsin","Belmont","04","13"
"2011","137","1112","77","1272","75","N","0","Arizona","Memphis","05","12"
"2011","137","1181","87","1214","45","N","0","Duke","Hampton","01","16"
"2011","137","1199","57","1401","50","N","0","Florida St","Texas A&M","10","07"
"2011","137","1206","61","1437","57","N","0","George Mason","Villanova","08","09"
"2011","137","1228","73","1424","62","N","0","Illinois","UNLV","09","08"
"2011","137","1242","72","1131","53","N","0","Kansas","Boston Univ","01","16"
"2011","137","1266","66","1462","55","N","0","Marquette","Xavier","11","06"
"2011","137","1276","75","1397","45","N","0","Michigan","Tennessee","08","09"
"2011","137","1314","102","1254","87","N","0","North Carolina","Long Island","02","15"
"2011","137","1323","69","1103","56","N","0","Notre Dame","Akron","02","15"
"2011","137","1326","75","1427","46","N","0","Ohio St","UT San Antonio","01","16b"
"2011","137","1345","65","1389","43","N","0","Purdue","St Peter's","03","14"
"2011","137","1393","77","1232","60","N","0","Syracuse","Indiana St","03","14"
"2011","137","1400","85","1324","81","N","0","Texas","Oakland","04","13"
"2011","137","1433","74","1207","56","N","0","VA Commonwealth","Georgetown","11b","06"
"2011","137","1449","68","1208","65","N","0","Washington","Georgia","07","10"
"2011","138","1139","71","1338","70","N","0","Butler","Pittsburgh","08","01"
"2011","138","1140","89","1211","67","N","0","BYU","Gonzaga","03","11"
"2011","138","1163","69","1153","58","N","0","Connecticut","Cincinnati","03","06"
"2011","138","1196","73","1417","65","N","0","Florida","UCLA","02","07"
"2011","138","1246","71","1452","63","N","0","Kentucky","West Virginia","04","05"
"2011","138","1350","65","1287","48","N","0","Richmond","Morehead St","12","13"
"2011","138","1361","71","1396","64","N","2","San Diego St","Temple","02","07"
"2011","138","1458","70","1243","65","N","0","Wisconsin","Kansas St","04","05"
"2011","139","1112","70","1400","69","N","0","Arizona","Texas","05","04"
"2011","139","1181","73","1276","71","N","0","Duke","Michigan","01","08"
"2011","139","1199","71","1323","57","N","0","Florida St","Notre Dame","10","02"
"2011","139","1242","73","1228","59","N","0","Kansas","Illinois","01","09"
"2011","139","1266","66","1393","62","N","0","Marquette","Syracuse","11","03"
"2011","139","1314","86","1449","83","N","0","North Carolina","Washington","02","07"
"2011","139","1326","98","1206","66","N","0","Ohio St","George Mason","01","08"
"2011","139","1433","94","1345","76","N","0","VA Commonwealth","Purdue","11b","03"
"2011","143","1112","93","1181","77","N","0","Arizona","Duke","05","01"
"2011","143","1139","61","1458","54","N","0","Butler","Wisconsin","08","04"
"2011","143","1163","74","1361","67","N","0","Connecticut","San Diego St","03","02"
"2011","143","1196","83","1140","74","N","1","Florida","BYU","02","03"
"2011","144","1242","77","1350","57","N","0","Kansas","Richmond","01","12"
"2011","144","1246","62","1326","60","N","0","Kentucky","Ohio St","04","01"
"2011","144","1314","81","1266","63","N","0","North Carolina","Marquette","02","11"
"2011","144","1433","72","1199","71","N","1","VA Commonwealth","Florida St","11b","10"
"2011","145","1139","74","1196","71","N","1","Butler","Florida","08","02"
"2011","145","1163","65","1112","63","N","0","Connecticut","Arizona","03","05"
"2011","146","1246","76","1314","69","N","0","Kentucky","North Carolina","04","02"
"2011","146","1433","71","1242","61","N","0","VA Commonwealth","Kansas","11b","01"
"2011","152","1139","70","1433","62","N","0","Butler","VA Commonwealth","08","11b"
"2011","152","1163","56","1246","55","N","0","Connecticut","Kentucky","03","04"
"2011","154","1163","53","1139","41","N","0","Connecticut","Butler","03","08"
"2012","134","1140","78","1233","72","N","0","BYU","Iona","14a","14b"
"2012","134","1443","59","1290","58","N","0","WKU","MS Valley St","16b","16a"
"2012","135","1378","65","1143","54","N","0","South Florida","California","12b","12a"
"2012","135","1436","71","1249","59","N","0","Vermont","Lamar","16b","16a"
"2012","136","1124","68","1355","60","N","0","Baylor","S Dakota St","03","14"
"2012","136","1160","68","1424","64","N","0","Colorado","UNLV","11","06"
"2012","136","1211","77","1452","54","N","0","Gonzaga","West Virginia","07","10"
"2012","136","1231","79","1308","66","N","0","Indiana","New Mexico St","04","13"
"2012","136","1235","77","1163","64","N","0","Iowa St","Connecticut","08","09"
"2012","136","1243","70","1379","64","N","0","Kansas St","Southern Miss","08","09"
"2012","136","1246","81","1443","66","N","0","Kentucky","WKU","01","16b"
"2012","136","1257","69","1172","62","N","0","Louisville","Davidson","04","13"
"2012","136","1266","88","1140","68","N","0","Marquette","BYU","03","14a"
"2012","136","1293","58","1161","41","N","0","Murray St","Colorado St","06","11"
"2012","136","1307","75","1253","68","N","0","New Mexico","Long Beach St","05","12"
"2012","136","1326","78","1259","59","N","0","Ohio St","Loyola MD","02","15"
"2012","136","1393","72","1421","65","N","0","Syracuse","UNC Asheville","01","16"
"2012","136","1433","62","1455","59","N","0","VA Commonwealth","Wichita St","12","05"
"2012","136","1435","79","1217","70","N","0","Vanderbilt","Harvard","05","12"
"2012","136","1458","73","1285","49","N","0","Wisconsin","Montana","04","13"
"2012","137","1153","65","1400","59","N","0","Cincinnati","Texas","06","11"
"2012","137","1166","58","1104","57","N","0","Creighton","Alabama","08","09"
"2012","137","1196","71","1438","45","N","0","Florida","Virginia","07","10"
"2012","137","1199","66","1382","63","N","0","Florida St","St Bonaventure","03","14"
"2012","137","1207","74","1125","59","N","0","Georgetown","Belmont","03","14"
"2012","137","1242","65","1178","50","N","0","Kansas","Detroit","02","15"
"2012","137","1250","75","1181","70","N","0","Lehigh","Duke","15","02"
"2012","137","1277","89","1254","67","N","0","Michigan St","Long Island","01","16"
"2012","137","1301","79","1361","65","N","0","NC State","San Diego St","11","06"
"2012","137","1313","86","1281","84","N","0","Norfolk St","Missouri","15","02"
"2012","137","1314","77","1436","58","N","0","North Carolina","Vermont","01","16b"
"2012","137","1325","65","1276","60","N","0","Ohio","Michigan","13","04"
"2012","137","1345","72","1388","69","N","0","Purdue","St Mary's CA","10","07"
"2012","137","1378","58","1396","44","N","0","South Florida","Temple","12b","05"
"2012","137","1387","61","1272","54","N","0","St Louis","Memphis","09","08"
"2012","137","1462","67","1323","63","N","0","Xavier","Notre Dame","10","07"
"2012","138","1124","80","1160","63","N","0","Baylor","Colorado","03","11"
"2012","138","1231","63","1433","61","N","0","Indiana","VA Commonwealth","04","12"
"2012","138","1246","87","1235","71","N","0","Kentucky","Iowa St","01","08"
"2012","138","1257","59","1307","56","N","0","Louisville","New Mexico","04","05"
"2012","138","1266","62","1293","53","N","0","Marquette","Murray St","03","06"
"2012","138","1326","73","1211","66","N","0","Ohio St","Gonzaga","02","07"
"2012","138","1393","75","1243","59","N","0","Syracuse","Kansas St","01","08"
"2012","138","1458","60","1435","57","N","0","Wisconsin","Vanderbilt","04","05"
"2012","139","1153","62","1199","56","N","0","Cincinnati","Florida St","06","03"
"2012","139","1196","84","1313","50","N","0","Florida","Norfolk St","07","15"
"2012","139","1242","63","1345","60","N","0","Kansas","Purdue","02","10"
"2012","139","1277","65","1387","61","N","0","Michigan St","St Louis","01","09"
"2012","139","1301","66","1207","63","N","0","NC State","Georgetown","11","03"
"2012","139","1314","87","1166","73","N","0","North Carolina","Creighton","01","08"
"2012","139","1325","62","1378","56","N","0","Ohio","South Florida","13","12b"
"2012","139","1462","70","1250","58","N","0","Xavier","Lehigh","10","15"
"2012","143","1196","68","1266","58","N","0","Florida","Marquette","07","03"
"2012","143","1257","57","1277","44","N","0","Louisville","Michigan St","04","01"
"2012","143","1326","81","1153","66","N","0","Ohio St","Cincinnati","02","06"
"2012","143","1393","64","1458","63","N","0","Syracuse","Wisconsin","01","04"
"2012","144","1124","75","1462","70","N","0","Baylor","Xavier","03","10"
"2012","144","1242","60","1301","57","N","0","Kansas","NC State","02","11"
"2012","144","1246","102","1231","90","N","0","Kentucky","Indiana","01","04"
"2012","144","1314","73","1325","65","N","1","North Carolina","Ohio","01","13"
"2012","145","1257","72","1196","68","N","0","Louisville","Florida","04","07"
"2012","145","1326","77","1393","70","N","0","Ohio St","Syracuse","02","01"
"2012","146","1242","80","1314","67","N","0","Kansas","North Carolina","02","01"
"2012","146","1246","82","1124","70","N","0","Kentucky","Baylor","01","03"
"2012","152","1242","64","1326","62","N","0","Kansas","Ohio St","02","02"
"2012","152","1246","69","1257","61","N","0","Kentucky","Louisville","01","04"
"2012","154","1246","67","1242","59","N","0","Kentucky","Kansas","01","02"
"2013","134","1299","73","1251","72","N","0","NC A&T","Liberty","16b","16a"
"2013","134","1388","67","1292","54","N","0","St Mary's CA","MTSU","11b","11a"
"2013","135","1241","68","1254","55","N","0","James Madison","Long Island","16a","16b"
"2013","135","1247","80","1129","71","N","0","La Salle","Boise St","13b","13a"
"2013","136","1112","81","1125","64","N","0","Arizona","Belmont","06","11"
"2013","136","1139","68","1137","56","N","0","Butler","Bucknell","06","11"
"2013","136","1143","64","1424","61","N","0","California","UNLV","12","05"
"2013","136","1161","84","1281","72","N","0","Colorado St","Missouri","08","09"
"2013","136","1211","64","1380","58","N","0","Gonzaga","Southern Univ","01","16"
"2013","136","1217","68","1307","62","N","0","Harvard","New Mexico","14","03"
"2013","136","1257","79","1299","48","N","0","Louisville","NC A&T","01","16b"
"2013","136","1266","59","1172","58","N","0","Marquette","Davidson","03","14"
"2013","136","1272","54","1388","52","N","0","Memphis","St Mary's CA","06","11b"
"2013","136","1276","71","1355","56","N","0","Michigan","S Dakota St","04","13"
"2013","136","1277","65","1434","54","N","0","Michigan St","Valparaiso","03","14"
"2013","136","1332","68","1329","55","N","0","Oregon","Oklahoma St","12","05"
"2013","136","1387","64","1308","44","N","0","St Louis","New Mexico St","04","13"
"2013","136","1393","81","1285","34","N","0","Syracuse","Montana","04","13"
"2013","136","1433","88","1103","42","N","0","VA Commonwealth","Akron","05","12"
"2013","136","1455","73","1338","55","N","0","Wichita St","Pittsburgh","09","08"
"2013","137","1166","67","1153","63","N","0","Creighton","Cincinnati","07","10"
"2013","137","1181","73","1107","61","N","0","Duke","Albany NY","02","15"
"2013","137","1195","78","1207","68","N","0","FL Gulf Coast","Georgetown","15","02"
"2013","137","1196","79","1322","47","N","0","Florida","Northwestern LA","03","14"
"2013","137","1228","57","1160","49","N","0","Illinois","Colorado","07","10"
"2013","137","1231","83","1241","62","N","0","Indiana","James Madison","01","16a"
"2013","137","1235","76","1323","58","N","0","Iowa St","Notre Dame","10","07"
"2013","137","1242","64","1443","57","N","0","Kansas","WKU","01","16"
"2013","137","1247","63","1243","61","N","0","La Salle","Kansas St","13b","04"
"2013","137","1274","78","1334","49","N","0","Miami FL","Pacific","02","15"
"2013","137","1278","83","1417","63","N","0","Minnesota","UCLA","11","06"
"2013","137","1279","57","1458","46","N","0","Mississippi","Wisconsin","12","05"
"2013","137","1314","78","1437","71","N","0","North Carolina","Villanova","08","09"
"2013","137","1326","95","1233","70","N","0","Ohio St","Iona","02","15"
"2013","137","1361","70","1328","55","N","0","San Diego St","Oklahoma","07","10"
"2013","137","1396","76","1301","72","N","0","Temple","NC State","09","08"
"2013","138","1112","74","1217","51","N","0","Arizona","Harvard","06","14"
"2013","138","1257","82","1161","56","N","0","Louisville","Colorado St","01","08"
"2013","138","1266","74","1139","72","N","0","Marquette","Butler","03","06"
"2013","138","1276","78","1433","53","N","0","Michigan","VA Commonwealth","04","05"
"2013","138","1277","70","1272","48","N","0","Michigan St","Memphis","03","06"
"2013","138","1332","74","1387","57","N","0","Oregon","St Louis","12","04"
"2013","138","1393","66","1143","60","N","0","Syracuse","California","04","12"
"2013","138","1455","76","1211","70","N","0","Wichita St","Gonzaga","09","01"
"2013","139","1181","66","1166","50","N","0","Duke","Creighton","02","07"
"2013","139","1195","81","1361","71","N","0","FL Gulf Coast","San Diego St","15","07"
"2013","139","1196","78","1278","64","N","0","Florida","Minnesota","03","11"
"2013","139","1231","58","1396","52","N","0","Indiana","Temple","01","09"
"2013","139","1242","70","1314","58","N","0","Kansas","North Carolina","01","08"
"2013","139","1247","76","1279","74","N","0","La Salle","Mississippi","13b","12"
"2013","139","1274","63","1228","59","N","0","Miami FL","Illinois","02","07"
"2013","139","1326","78","1235","75","N","0","Ohio St","Iowa St","02","10"
"2013","143","1266","71","1274","61","N","0","Marquette","Miami FL","03","02"
"2013","143","1326","73","1112","70","N","0","Ohio St","Arizona","02","06"
"2013","143","1393","61","1231","50","N","0","Syracuse","Indiana","04","01"
"2013","143","1455","72","1247","58","N","0","Wichita St","La Salle","09","13b"
"2013","144","1181","71","1277","61","N","0","Duke","Michigan St","02","03"
"2013","144","1196","62","1195","50","N","0","Florida","FL Gulf Coast","03","15"
"2013","144","1257","77","1332","69","N","0","Louisville","Oregon","01","12"
"2013","144","1276","87","1242","85","N","1","Michigan","Kansas","04","01"
"2013","145","1393","55","1266","39","N","0","Syracuse","Marquette","04","03"
"2013","145","1455","70","1326","66","N","0","Wichita St","Ohio St","09","02"
"2013","146","1257","85","1181","63","N","0","Louisville","Duke","01","02"
"2013","146","1276","79","1196","59","N","0","Michigan","Florida","04","03"
"2013","152","1257","72","1455","68","N","0","Louisville","Wichita St","01","09"
"2013","152","1276","61","1393","56","N","0","Michigan","Syracuse","04","04"
"2013","154","1257","82","1276","76","N","0","Louisville","Michigan","01","04"
"2014","134","1107","71","1291","64","N","0","Albany NY","Mt St Mary's","16a","16b"
"2014","134","1301","74","1462","59","N","0","NC State","Xavier","12a","12b"
"2014","135","1142","81","1411","69","N","0","Cal Poly SLO","TX Southern","16a","16b"
"2014","135","1397","78","1234","65","N","1","Tennessee","Iowa","11b","11a"
"2014","136","1163","89","1386","81","N","1","Connecticut","St Joseph's PA","07","10"
"2014","136","1173","60","1326","59","N","0","Dayton","Ohio St","11","06"
"2014","136","1196","67","1107","55","N","0","Florida","Albany NY","01","16a"
"2014","136","1217","61","1153","57","N","0","Harvard","Cincinnati","12","05"
"2014","136","1257","71","1264","64","N","0","Louisville","Manhattan","04","13"
"2014","136","1276","57","1459","40","N","0","Michigan","Wofford","02","15"
"2014","136","1277","93","1174","78","N","0","Michigan St","Delaware","04","13"
"2014","136","1295","80","1328","75","N","1","N Dakota St","Oklahoma","12","05"
"2014","136","1332","87","1140","68","N","0","Oregon","BYU","07","10"
"2014","136","1338","77","1160","48","N","0","Pittsburgh","Colorado","09","08"
"2014","136","1361","73","1308","69","N","1","San Diego St","New Mexico St","04","13"
"2014","136","1387","83","1301","80","N","1","St Louis","NC State","05","12a"
"2014","136","1393","77","1444","53","N","0","Syracuse","W Michigan","03","14"
"2014","136","1400","87","1113","85","N","0","Texas","Arizona St","07","10"
"2014","136","1437","73","1454","53","N","0","Villanova","WI Milwaukee","02","15"
"2014","136","1458","75","1110","35","N","0","Wisconsin","American Univ","02","15"
"2014","137","1112","68","1451","59","N","0","Arizona","Weber St","01","16"
"2014","137","1124","74","1304","60","N","0","Baylor","Nebraska","06","11"
"2014","137","1166","76","1418","66","N","0","Creighton","ULL","03","14"
"2014","137","1211","85","1329","77","N","0","Gonzaga","Oklahoma St","08","09"
"2014","137","1235","93","1300","75","N","0","Iowa St","NC Central","03","14"
"2014","137","1242","80","1184","69","N","0","Kansas","E Kentucky","02","15"
"2014","137","1246","56","1243","49","N","0","Kentucky","Kansas St","08","09"
"2014","137","1272","71","1203","66","N","0","Memphis","G Washington","08","09"
"2014","137","1273","78","1181","71","N","0","Mercer","Duke","14","03"
"2014","137","1314","79","1344","77","N","0","North Carolina","Providence","06","11"
"2014","137","1372","77","1433","75","N","1","SF Austin","VA Commonwealth","12","05"
"2014","137","1390","58","1307","53","N","0","Stanford","New Mexico","10","07"
"2014","137","1397","86","1269","67","N","0","Tennessee","Massachusetts","11b","06"
"2014","137","1417","76","1409","59","N","0","UCLA","Tulsa","04","13"
"2014","137","1438","70","1157","59","N","0","Virginia","Coastal Car","01","16"
"2014","137","1455","64","1142","37","N","0","Wichita St","Cal Poly SLO","01","16a"
"2014","138","1163","77","1437","65","N","0","Connecticut","Villanova","07","02"
"2014","138","1173","55","1393","53","N","0","Dayton","Syracuse","11","03"
"2014","138","1196","61","1338","45","N","0","Florida","Pittsburgh","01","09"
"2014","138","1257","66","1387","51","N","0","Louisville","St Louis","04","05"
"2014","138","1276","79","1400","65","N","0","Michigan","Texas","02","07"
"2014","138","1277","80","1217","73","N","0","Michigan St","Harvard","04","12"
"2014","138","1361","63","1295","44","N","0","San Diego St","N Dakota St","04","12"
"2014","138","1458","85","1332","77","N","0","Wisconsin","Oregon","02","07"
"2014","139","1112","84","1211","61","N","0","Arizona","Gonzaga","01","08"
"2014","139","1124","85","1166","55","N","0","Baylor","Creighton","06","03"
"2014","139","1235","85","1314","83","N","0","Iowa St","North Carolina","03","06"
"2014","139","1246","78","1455","76","N","0","Kentucky","Wichita St","08","01"
"2014","139","1390","60","1242","57","N","0","Stanford","Kansas","10","02"
"2014","139","1397","83","1273","63","N","0","Tennessee","Mercer","11b","14"
"2014","139","1417","77","1372","60","N","0","UCLA","SF Austin","04","12"
"2014","139","1438","78","1272","60","N","0","Virginia","Memphis","01","08"
"2014","143","1112","70","1361","64","N","0","Arizona","San Diego St","01","04"
"2014","143","1173","82","1390","72","N","0","Dayton","Stanford","11","10"
"2014","143","1196","79","1417","68","N","0","Florida","UCLA","01","04"
"2014","143","1458","69","1124","52","N","0","Wisconsin","Baylor","02","06"
"2014","144","1163","81","1235","76","N","0","Connecticut","Iowa St","07","03"
"2014","144","1246","74","1257","69","N","0","Kentucky","Louisville","08","04"
"2014","144","1276","73","1397","71","N","0","Michigan","Tennessee","02","11b"
"2014","144","1277","61","1438","59","N","0","Michigan St","Virginia","04","01"
"2014","145","1196","62","1173","52","N","0","Florida","Dayton","01","11"
"2014","145","1458","64","1112","63","N","1","Wisconsin","Arizona","02","01"
"2014","146","1163","60","1277","54","N","0","Connecticut","Michigan St","07","04"
"2014","146","1246","75","1276","72","N","0","Kentucky","Michigan","08","02"
"2014","152","1163","63","1196","53","N","0","Connecticut","Florida","07","01"
"2014","152","1246","74","1458","73","N","0","Kentucky","Wisconsin","08","02"
"2014","154","1163","60","1246","54","N","0","Connecticut","Kentucky","07","08"
"2015","134","1214","74","1264","64","N","0","Hampton","Manhattan","16a","16b"
"2015","134","1279","94","1140","90","N","0","Mississippi","BYU","11b","11a"
"2015","135","1173","56","1129","55","N","0","Dayton","Boise St","11b","11a"
"2015","135","1352","81","1316","77","N","0","Robert Morris","North Florida","16b","16a"
